央央频道,#genre#
识字启蒙9,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/17fu18mu.mp4
识字启蒙10,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/19gu20ma.mp4
识字启蒙11,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/99pai100da.mp4
识字启蒙12,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/23pang24ge.mp4
识字启蒙13,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/25peng26you.mp4
识字启蒙14,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/27mei28nv.mp4
识字启蒙15,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/29er30duo.mp4
识字启蒙16,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/31bi32xie.mp4
识字启蒙17,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/33yi34zhi.mp4
识字启蒙18,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/35liang36ke.mp4
识字启蒙19,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/37san38zhi.mp4
识字启蒙20,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/39si40qian.mp4
识字启蒙21,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/41wu42sui.mp4
识字启蒙22,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/43qi44bai.mp4
识字启蒙23,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/45ba46chuan.mp4
识字启蒙24,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/47jiu48shi.mp4
识字启蒙25,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/49mi50fan.mp4
识字启蒙26,http://baishancloud.lexue.huan.tv/20190718retryMP4/20171020/zhixiang/zhixiangshiziqimengban50/51mian52tiao.mp4
恐龙探秘1,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/654c49e010903dfec352eeaec94bfc88_1080.mp4
恐龙探秘2,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/b79edc5aa1960969e13bbe778d9a140b_1080.mp4
恐龙探秘3,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/c09651af283416454e7c9ade9435d989_1080.mp4
恐龙探秘4,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/37acca5b4c93a37afaaf9bdddad7ba6d_1080.mp4
恐龙探秘5,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/ea8fea118eee069641732661edf15cdf_1080.mp4
恐龙探秘6,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/f730cc05a28105fafe0f4badf3071ef2_1080.mp4
恐龙探秘7,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/9bed9c85ca93940247a3a422163d42c2_1080.mp4
恐龙探秘8,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/0e2454cd863302619994a0ff01e45e5d_1080.mp4
恐龙探秘9,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/7dc26166c10490b5eec0744ffea9387f_1080.mp4
恐龙探秘10,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/1b7ffbc044dfc48ac1bb9aeeec3028e0_1080.mp4
恐龙探秘11,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/152e76c51c507cda31de904ad30efe0f_1080.mp4
奇妙海洋1,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/7118ef7647e6dd5adbda9470e666e69b_1080.mp4
奇妙海洋2,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/20a44b461e76ffb7c3c453aabc918810_1080.mp4
奇妙海洋3,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/0ef12d7f728224c04888c57ffb37e14a_1080.mp4
奇妙海洋4,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/7b7cd4fde26011dabc5087a8e66d6fcc_1080.mp4
奇妙海洋5,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/5e182ad75bb7ac1e00d14074136955c9_1080.mp4
奇妙海洋6,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/3f26e4eba6f7c7364cf57406df325d52_1080.mp4
奇妙海洋7,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/91aa2472c577f54d02f1cb2f87df3235_1080.mp4
奇妙海洋8,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/4807f448273a05c7a747fc8b0f9ec485_1080.mp4
奇妙海洋9,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/a37bf9e7a88e06e41bbc46c9dfd71b5b_1080.mp4
奇妙海洋10,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/7ff2166a1f14ec72e1b8420b40a89d4e_1080.mp4
奇妙海洋11,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/89dffee15fc8bc1ad9b9ae90e283b602_1080.mp4
奇妙海洋12,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/953b0ef017a2c172614c1e83eb4c6319_1080.mp4
奇妙海洋13,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/26581f3cf330d52a2b0dbd038f5a7080_1080.mp4
奇妙海洋14,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/605dc9d8d180c917e173609a644e674e_1080.mp4
人体奥义1,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/d3d79860a5e8cad6ec34a11c29d41a92_1080.mp4
人体奥义2,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/14438f6d42d9ec2af3d6c74ad794eeb0_1080.mp4
人体奥义3,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/ec37391ce254abadca7ef67850f4edf0_1080.mp4
人体奥义4,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/625e412f26becadb4b55d5eaa7092082_1080.mp4
人体奥义5,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/025b399d274d09be490903bf5df74726_1080.mp4
人体奥义6,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/7ddfc8036be129fc8e745dc0b0f2b5dc_1080.mp4
人体奥义7,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/8ef286cb74ea8da55c9486446379972f_1080.mp4
人体奥义8,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/e63c64ab69a854ce879182bedb143b65_1080.mp4
人体奥义9,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/f6372a6449dcbc68274a2cf285f473e4_1080.mp4
人体奥义10,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/6792ccd18fe0884e036125d0a82b1048_1080.mp4
人体奥义11,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/144adab27617f9dc15ef4e7ba61d2c88_1080.mp4
病毒作战1,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/fa82385cfa60a927f5b2ed806bac5f89_1080.mp4
病毒作战2,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/c95afec6cc3ae9b5488c4e0dc82824f9_1080.mp4
病毒作战3,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/aff77b13d3291a519a1b53b048793a19_1080.mp4
病毒作战4,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/ee78e9fd4b7ad2c80bd3dc4df487ba88_1080.mp4
病毒作战5,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/b3421b725ba60bc9b618916bcec10b85_1080.mp4
病毒作战6,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/ba506ad2d722790bbdf20c4202a2ef08_1080.mp4
病毒作战7,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/d8d5ce07374d5706e362e10399f52b89_1080.mp4
病毒作战8,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/760ddece31597ee6f29fafdc338f7ee2_1080.mp4
病毒作战9,http://baishancloud.lexue.huan.tv/lexue/20200604_daoqi/0232849adab9f2fbb4d4a55623f7854a_1080.mp4
地理科学1,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/a51ed53d2368b57e75ef0475e8de0147_1080.mp4
地理科学2,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/0eb5c4969ff46c5ad756ce2add4faae7_1080.mp4
地理科学3,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/9a099133be85fdd355565129e8752964_1080.mp4
地理科学4,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/8942a7b0b8fb210c6a256d3d833be200_720.mp4
地理科学5,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/34a5b9ea10501efc2a8b34cbe7d8c136_1080.mp4
地理科学6,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/5cfd91187446e83e898ea9e7818e3150_1080.mp4
地理科学7,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/8d216daa735681d538567367f25427ab_1080.mp4
地理科学8,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/8571e34086e60dbe5ea07bb3e9cd8557_1080.mp4
地理科学9,http://baishancloud.lexue.huan.tv/lexue/20200525_daoqi/789e76b4ed95942bc658b34d5b0cfd23_1080.mp4
小学教育,#genre#
一年级语文1,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/92d83b03a434ed1b606d234fd095f0a6_1080.mp4
一年级语文2,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/586126c43a3f3a8ff1525d49326c5359_1080.mp4
一年级语文3,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/c13dc0d347494b25e5c569e313a4d29e_1080.mp4
一年级语文4,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/85d06d34bc1fa858fe5d565bb3354cf2_1080.mp4
一年级语文5,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/a4b3c6ca2090c62e72ef3fca20638a70_1080.mp4
一年级语文6,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/23b8b061841f266a9c77f9d45c30a2f7_1080.mp4
一年级语文7,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/0eedae7d273a66b625dbfa5f20eeeeaf_1080.mp4
一年级语文8,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/89a40d692f7e8e16564190ef652a46dc_1080.mp4
一年级语文9,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/21bb27fb40c60536deb67407e9289f0f_1080.mp4
一年级语文10,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d7449d4a39a434b770dcd6b115cae7ff_1080.mp4
一年级语文11,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d0e1d11e9e47ee015e95cb67dc80a1ea_1080.mp4
一年级语文12,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/6e55cc7c5461101fac0ad8c02d2be201_1080.mp4
一年级语文13,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/831de11c656fb195a48e9f22b69c50ee_1080.mp4
一年级语文14,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d6544e27005bb74787588b55d9ccb706_1080.mp4
一年级语文15,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/bf856564af24eff3e3e0c73df4410432_1080.mp4
一年级语文16,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/8fa06e6e0521e6933f4425433dbd7488_1080.mp4
一年级语文17,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/37aa8c4ba60b17ef447bd11a07e50e86_1080.mp4
一年级语文18,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d4947777e1db5c8f9c0575691e700523_1080.mp4
一年级语文19,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/2569ed73c38aed4872a061a57febde82_1080.mp4
一年级语文20,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/81692cba2abe96d78d42ffdab3844eda_1080.mp4
一年级语文21,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/e6bd96552922cc0baa8d5dcc3475d76d_1080.mp4
一年级语文22,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/c7ef41b13c8647979de3c6a0d2a253e9_1080.mp4
一年级语文23,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/89ec44982a4459ed1daf9ca871f142b1_1080.mp4
一年级语文24,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/6335eea6385e74df72d37c1c2ae36319_1080.mp4
一年级语文25,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/9dd114f73d93d638a8cd6d645564f7be_1080.mp4
一年级语文26,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/3da5c12d9480f207baa0bd68c0618b6b_1080.mp4
一年级语文27,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d362535faa1d60dedf56dd72a2510f26_1080.mp4
一年级语文28,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/89508d3c0eb876b2b3049d5898f5a178_1080.mp4
一年级语文29,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/c315a123ec0ff0261b1bedba3e45c043_1080.mp4
一年级语文30,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/308130a8363b99b578713e407ff8dc7d_1080.mp4
一年级语文31,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/7ea3ae79ad209a206737e29e94506460_1080.mp4
一年级语文32,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/983e5069a018ba976baa7861555ef15f_1080.mp4
一年级语文33,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/709d13af254e0a46b685d705501fca4a_1080.mp4
一年级语文34,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/22769728c09e39f388b07fe779889cc1_1080.mp4
一年级语文35,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/257c7f8adf67dc30889291451801d110_1080.mp4
一年级语文36,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/4a483bbd80545ce74a72b7c94f21daab_1080.mp4
一年级语文37,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/b2d4e91d3e98b4a2c854e62507bda277_1080.mp4
一年级语文38,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/c10d41a613345f6c3d110b08ec6f3a97_1080.mp4
一年级语文39,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/cf9bc5d491907cfa5dc5bf091bb0077a_1080.mp4
一年级语文40,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/d60c5ae09f796c8b5b73c99839d19d22_1080.mp4
一年级语文41,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/399037105a48e7dedce9102c87527ebb_1080.mp4
一年级语文42,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/35fcaf67069a68ad2ada107efba20a1e_1080.mp4
一年级语文43,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/78fd12d479edaad9ec8b4ced26caa1cc_1080.mp4
一年级语文44,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/94c4a5d0f93217087b8529b022b3a8ed_1080.mp4
一年级语文45,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/944742fca3f0edd0e2d485fc23b2572a_1080.mp4
一年级语文46,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/0af0b872da35410074e7db3f0d95ab10_1080.mp4
一年级语文47,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/0e77f6967f3b8e4bd8d3030f0e6200eb_1080.mp4
一年级语文48,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/34e54e226abb5b487fa7d970de84666d_1080.mp4
一年级语文49,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/850c144d4aad04f0d449d72829551d14_1080.mp4
一年级语文50,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/826276c3f7f23872cafb83f844b4acd9_1080.mp4
一年级语文51,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/f14728fdef28d4b6fc8e0c0b40a38937_1080.mp4
一年级语文52,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/e39a0d9b96cc869afc7935eae819dae5_1080.mp4
一年级语文53,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/e5db54ef8f727192bfe1355e042a2b66_1080.mp4
一年级语文54,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/4ff001b257e28457fa9296a84fdd7ee2_1080.mp4
一年级语文55,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/cdd78dd85e41f6af7c8838fde8678fdd_1080.mp4
一年级语文56,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/243168f4b26e8899bfcb2c40b4914740_1080.mp4
一年级语文57,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/15accd958a40fc9575affebdad75b339_1080.mp4
一年级语文58,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/1785f4df809d404188f60e0aefe51ef7_1080.mp4
一年级语文59,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/497763a9fee6a3794c26dac6531adca9_1080.mp4
一年级语文60,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/f5cd42a6d87b429d75dac6dcd09ced87_1080.mp4
一年级语文61,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/1861e74491e7b8c0767b5ea39df1d4ba_1080.mp4
一年级语文62,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/9de873d56ff9162918944f5e315f09cb_1080.mp4
一年级语文63,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/38f21793b4bb714f94f260f0bdab543d_1080.mp4
一年级语文64,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/1681c00e589a715c55c71a0b197e0b25_1080.mp4
一年级语文65,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/14fe32c721aa4d5e88859d1e83cdb8e7_1080.mp4
一年级语文66,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/eeb9fc9020a25dc7a54a68020365f928_1080.mp4
一年级语文67,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/590075164728ee248fb6fe0122f4c75f_1080.mp4
一年级语文68,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/e2a3e1fc453d3f3b6a907cf9544f15ce_1080.mp4
一年级语文69,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/bc32a930d7d070b82eb074ee05166714_1080.mp4
一年级语文70,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/942e0093d1791e5bd61c3f8647f3b474_1080.mp4
一年级语文71,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/8cc83a4a72f33ec62d7e253d1e47026d_1080.mp4
一年级语文72,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/00e9c004a9c6c5e98f5b7eb59eb2f70c_1080.mp4
一年级语文73,http://baishancloud.lexue.huan.tv/lexue/20201120_dianshiketang/9ede1a13a53996592fb1b53628aceae5_1080.mp4
一年级数学1,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/58da843c743b66aa733232f5516457fe_720.mp4
一年级数学2,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/af40631d8d6b9bce438ccb58f050f189_720.mp4
一年级数学3,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/5e79c679eb07975aca1baf0033110f59_1080.mp4
一年级数学4,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/3fa1de7d6f5d9b285a6044ea1c3b3e92_720.mp4
一年级数学5,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/3aa17fb04046db318bfae26d53cbcc0f_720.mp4
一年级数学6,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/035b54542544a8651bed8a54615bea65_1080.mp4
一年级数学7,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/11f6e2d28e7f3eba4c8d5d00575d6919_720.mp4
一年级数学8,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/cf13ac8b2367141d144ad2f342b765da_720.mp4
一年级数学9,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/1685edce95fee50d99a9453aabe341f3_1080.mp4
一年级数学10,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/3f367deaae05c71e72098aa20389bcd5_1080.mp4
一年级数学11,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/71fae6843ca1cac3c706cdfb3d292c98_720.mp4
一年级数学12,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/b4c013ee1f0d6681e21fae544bd029b4_720.mp4
一年级数学13,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/ef7cebdfac90b19bec143e3580adab7b_720.mp4
一年级数学14,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/1e8a4727fee70284dbe4eafc5e31eef4_720.mp4
一年级数学15,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/2912dba77a2e0d64f2c54cb4998e16ae_720.mp4
一年级数学16,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/59c275cb2ced2bf74a960a0562b20a2c_720.mp4
一年级数学17,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/4328fd0a47ae3f2168bbb549a4818808_720.mp4
一年级数学18,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/86e92e258369fe454a180746c295f6b7_1080.mp4
一年级数学19,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/0f9c72364e78996849bf5219702139e9_1080.mp4
一年级数学20,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/1abed42518c9866d371934c944fe1181_720.mp4
一年级数学21,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/22612dea0d407596b8ffbcf76488b1dc_720.mp4
一年级数学22,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/ac2204468812c6892d5ca0fcc109898f_720.mp4
一年级数学23,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/4a8274fab2be8b56e9c0190f63abea28_720.mp4
一年级数学24,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/38f9e8a8363f8aec9bc1000f87449177_720.mp4
一年级数学25,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/a6ebd411ee1fc1adcbd802fee1df8918_720.mp4
一年级数学26,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/1d55032dc62b501485a341cf785b2aed_1080.mp4
一年级数学27,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/b1e7fdb793bc45aec74bfacd695a8988_1080.mp4
一年级数学28,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/bce00dd1f99636e386f0c3d6c0f0e583_720.mp4
一年级数学29,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/77ae5e0b057299cdaaf423da38a4799b_720.mp4
一年级数学30,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/d6d3c7eee49f59e7d53501bfb0a1442b_1080.mp4
一年级数学31,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/1650f3ca9b046d0b06a11063c06c9d0b_1080.mp4
一年级数学32,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/828253fd636660be313a7b1279b5f7bb_720.mp4
一年级数学33,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/6d0ab0b99f59de0eaba297b47a4b15a5_1080.mp4
一年级数学34,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/7eef07a9d96d51feb3b5425987b28b52_720.mp4
一年级数学35,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/3aa8bfaccd591f59e9a9c75626a0567a_1080.mp4
一年级数学36,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/8e0bf631ecdd17914c671c262d1bafa5_1080.mp4
一年级数学37,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/ae44cc8d9319d6f3c7ab5ca3ae8a6822_1080.mp4
一年级数学38,http://baishancloud.lexue.huan.tv/lexue/20200819_daoran/08e13c002034d71a32d31583fa6726f1_1080.mp4
初中教育,#genre#
初一数学实数1,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/94dd041c6e49e820228f7d20436f777e_1080.mp4
初一数学实数2,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/8ff723a901490db3c228e05646a1f9b5_1080.mp4
初一数学实数3,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/7faad92ed75e948331ee7fafce8f9e7a_1080.mp4
初一数学实数4,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/f79dda40fc0110f6d632d2b1d94eeba0_1080.mp4
初一数学实数5,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/8dfef387e58195580e2c4a9d824b9a10_1080.mp4
初一数学实数6,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/0a870e156a80efd78afaa30e25a3f6e0_1080.mp4
初一数学实数7,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/6ba8bb129a45d1bff9343c569b45c100_1080.mp4
初一数学方程1,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/a11d2900bee77fba5845720dc26bcdae_1080.mp4
初一数学方程2,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/82783be4de2d345bf36c037a76dc7a2d_1080.mp4
初一数学方程3,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/e8d08d9477a70119fa2b4a0d88f87e63_1080.mp4
初一数学方程4,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/6627df61eeb8106a0cf0723fbba98ee9_1080.mp4
初一数学方程5,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/3de97a17826979c2b066f427723597f8_1080.mp4
初一数学方程6,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/d9f5138bed25e38d4dfdd4faf12fa1e5_1080.mp4
初一数学坐标1,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/9e2246ae5df0c44db24d4d371ca6d759_1080.mp4
初一数学坐标2,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/5b0b75c34e94caa3c39e5cefac1883c1_1080.mp4
初一数学坐标3,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/3cac2ce3febb761e0c8ca050321693f6_1080.mp4
初一数学坐标4,http://baishancloud.lexue.huan.tv/lexue/20201203_zhiboyida/a038b593eef14bb07df90bfb331f3b0f_1080.mp4
中考数学1,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101004.mp4
中考数学2,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101005.mp4
中考数学3,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101006.mp4
中考数学4,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101007.mp4
中考数学5,http://baishancloud.lexue.huan.tv/20190718retryMP4/mediadns/ts/dz/SX/dz2016030101008.mp4
